E_Vm,DeltaMu_D,Theta_deg,Mu_eff_D,F_eps,FoldAccel,k_eff_Minv_sinv
11270911.485090874,20.0,30.0,3.0,2.0,1.0499187400181165,10.499187400181164
11270911.485090874,20.0,30.0,3.0,3.0,1.0754333013132142,10.754333013132143
11270911.485090874,20.0,30.0,3.0,5.0,1.1275590972856204,11.275590972856204
11270911.485090874,20.0,45.0,1.0,1.0,1.0075131276427887,10.075131276427886
11270911.485090874,20.0,45.0,1.0,2.0,1.0150571555014307,10.150571555014308
11270911.485090874,20.0,45.0,1.0,3.0,1.022631935019653,10.226319350196531
11270911.485090874,20.0,45.0,1.0,5.0,1.037873141846915,10.37873141846915
11270911.485090874,20.0,45.0,2.0,1.0,1.0150571555014307,10.150571555014308
11270911.485090874,20.0,45.0,2.0,2.0,1.0302373150445547,10.302373150445547
11270911.485090874,20.0,45.0,2.0,3.0,1.045539259141628,10.45539259141628
11270911.485090874,20.0,45.0,2.0,5.0,1.0765034192929401,10.765034192929402
11270911.485090874,20.0,45.0,3.0,1.0,1.022631935019653,10.226319350196531
11270911.485090874,20.0,45.0,3.0,2.0,1.045539259141628,10.45539259141628
11270911.485090874,20.0,45.0,3.0,3.0,1.068717753241297,10.68717753241297
11270911.485090874,20.0,45.0,3.0,5.0,1.1158703630672269,11.15870363067227
11465203.272993892,10.0,20.0,1.0,1.0,1.0086902517772076,10.086902517772076
11465203.272993892,10.0,20.0,1.0,2.0,1.0174289709098447,10.174289709098447
11465203.272993892,10.0,20.0,1.0,3.0,1.0262161118791802,10.262161118791802
11465203.272993892,10.0,20.0,1.0,5.0,1.0439354604631201,10.439354604631202
11465203.272993892,10.0,20.0,2.0,1.0,1.0174289709098447,10.174289709098447
11465203.272993892,10.0,20.0,2.0,2.0,1.035051625807328,10.350516258073279
11465203.272993892,10.0,20.0,2.0,3.0,1.052867560269946,10.52867560269946
11465203.272993892,10.0,20.0,2.0,5.0,1.089077382835252,10.89077382835252
11465203.272993892,10.0,20.0,3.0,1.0,1.0262161118791802,10.262161118791802
11465203.272993892,10.0,20.0,3.0,2.0,1.052867560269946,10.52867560269946
11465203.272993892,10.0,20.0,3.0,3.0,1.079952844813479,10.79952844813479
11465203.272993892,10.0,20.0,3.0,5.0,1.1354175755620648,11.354175755620648
11465203.272993892,10.0,30.0,1.0,1.0,1.0083583697315694,10.083583697315694
11465203.272993892,10.0,30.0,1.0,2.0,1.0167596633084848,10.167596633084848
11465203.272993892,10.0,30.0,1.0,3.0,1.0252037926462276,10.252037926462275
11465203.272993892,10.0,30.0,1.0,5.0,1.042220190074287,10.42220190074287
11465203.272993892,10.0,30.0,2.0,1.0,1.0167596633084848,10.167596633084848
11465203.272993892,10.0,30.0,2.0,2.0,1.0336906664195211,10.336906664195212
11465203.272993892,10.0,30.0,2.0,3.0,1.0507922658401991,10.507922658401991
11465203.272993892,10.0,30.0,2.0,5.0,1.0855040228042023,10.855040228042023
11465203.272993892,10.0,30.0,3.0,1.0,1.0252037926462276,10.252037926462275
11465203.272993892,10.0,30.0,3.0,2.0,1.0507922658401991,10.507922658401991
11465203.272993892,10.0,30.0,3.0,3.0,1.0767627801416422,10.767627801416422
11465203.272993892,10.0,30.0,3.0,5.0,1.1298380869448048,11.298380869448048
11465203.272993892,10.0,45.0,1.0,1.0,1.00764291282898,10.076429128289801
11465203.272993892,10.0,45.0,1.0,2.0,1.0153177977579961,10.153177977579961
11465203.272993892,10.0,45.0,1.0,3.0,1.0230244983440837,10.230244983440837
11465203.272993892,10.0,45.0,1.0,5.0,1.0385327068402705,10.385327068402706
11465203.272993892,10.0,45.0,2.0,1.0,1.0153177977579961,10.153177977579961
11465203.272993892,10.0,45.0,2.0,2.0,1.0307628553648664,10.307628553648664
11465203.272993892,10.0,45.0,2.0,3.0,1.0463338880551065,10.463338880551065
11465203.272993892,10.0,45.0,2.0,5.0,1.0778485215912579,10.778485215912578
11465203.272993892,10.0,45.0,3.0,1.0,1.0230244983440837,10.230244983440837
11465203.272993892,10.0,45.0,3.0,2.0,1.0463338880551065,10.463338880551065
11465203.272993892,10.0,45.0,3.0,3.0,1.0699237224485691,10.699237224485692
11465203.272993892,10.0,45.0,3.0,5.0,1.1179258562707632,11.179258562707632
11465203.272993892,15.0,20.0,1.0,1.0,1.0086902517772076,10.086902517772076
11465203.272993892,15.0,20.0,1.0,2.0,1.0174289709098447,10.174289709098447
11465203.272993892,15.0,20.0,1.0,3.0,1.0262161118791802,10.262161118791802
11465203.272993892,15.0,20.0,1.0,5.0,1.0439354604631201,10.439354604631202
11465203.272993892,15.0,20.0,2.0,1.0,1.0174289709098447,10.174289709098447
11465203.272993892,15.0,20.0,2.0,2.0,1.035051625807328,10.350516258073279
11465203.272993892,15.0,20.0,2.0,3.0,1.052867560269946,10.52867560269946
11465203.272993892,15.0,20.0,2.0,5.0,1.089077382835252,10.89077382835252
11465203.272993892,15.0,20.0,3.0,1.0,1.0262161118791802,10.262161118791802
11465203.272993892,15.0,20.0,3.0,2.0,1.052867560269946,10.52867560269946
11465203.272993892,15.0,20.0,3.0,3.0,1.079952844813479,10.79952844813479
11465203.272993892,15.0,20.0,3.0,5.0,1.1354175755620648,11.354175755620648
11465203.272993892,15.0,30.0,1.0,1.0,1.0083583697315694,10.083583697315694
11465203.272993892,15.0,30.0,1.0,2.0,1.0167596633084848,10.167596633084848
11465203.272993892,15.0,30.0,1.0,3.0,1.0252037926462276,10.252037926462275
11465203.272993892,15.0,30.0,1.0,5.0,1.042220190074287,10.42220190074287
11465203.272993892,15.0,30.0,2.0,1.0,1.0167596633084848,10.167596633084848
11465203.272993892,15.0,30.0,2.0,2.0,1.0336906664195211,10.336906664195212
11465203.272993892,15.0,30.0,2.0,3.0,1.0507922658401991,10.507922658401991
11465203.272993892,15.0,30.0,2.0,5.0,1.0855040228042023,10.855040228042023
11465203.272993892,15.0,30.0,3.0,1.0,1.0252037926462276,10.252037926462275
11465203.272993892,15.0,30.0,3.0,2.0,1.0507922658401991,10.507922658401991
11465203.272993892,15.0,30.0,3.0,3.0,1.0767627801416422,10.767627801416422
11465203.272993892,15.0,30.0,3.0,5.0,1.1298380869448048,11.298380869448048
11465203.272993892,15.0,45.0,1.0,1.0,1.00764291282898,10.076429128289801
11465203.272993892,15.0,45.0,1.0,2.0,1.0153177977579961,10.153177977579961
11465203.272993892,15.0,45.0,1.0,3.0,1.0230244983440837,10.230244983440837
11465203.272993892,15.0,45.0,1.0,5.0,1.0385327068402705,10.385327068402706
11465203.272993892,15.0,45.0,2.0,1.0,1.0153177977579961,10.153177977579961
11465203.272993892,15.0,45.0,2.0,2.0,1.0307628553648664,10.307628553648664
11465203.272993892,15.0,45.0,2.0,3.0,1.0463338880551065,10.463338880551065
11465203.272993892,15.0,45.0,2.0,5.0,1.0778485215912579,10.778485215912578
11465203.272993892,15.0,45.0,3.0,1.0,1.0230244983440837,10.230244983440837
11465203.272993892,15.0,45.0,3.0,2.0,1.0463338880551065,10.463338880551065
11465203.272993892,15.0,45.0,3.0,3.0,1.0699237224485691,10.699237224485692
11465203.272993892,15.0,45.0,3.0,5.0,1.1179258562707632,11.179258562707632
11465203.272993892,20.0,20.0,1.0,1.0,1.0086902517772076,10.086902517772076
11465203.272993892,20.0,20.0,1.0,2.0,1.0174289709098447,10.174289709098447
11465203.272993892,20.0,20.0,1.0,3.0,1.0262161118791802,10.262161118791802
11465203.272993892,20.0,20.0,1.0,5.0,1.0439354604631201,10.439354604631202
11465203.272993892,20.0,20.0,2.0,1.0,1.0174289709098447,10.174289709098447
11465203.272993892,20.0,20.0,2.0,2.0,1.035051625807328,10.350516258073279
11465203.272993892,20.0,20.0,2.0,3.0,1.052867560269946,10.52867560269946
11465203.272993892,20.0,20.0,2.0,5.0,1.089077382835252,10.89077382835252
11465203.272993892,20.0,20.0,3.0,1.0,1.0262161118791802,10.262161118791802
11465203.272993892,20.0,20.0,3.0,2.0,1.052867560269946,10.52867560269946
11465203.272993892,20.0,20.0,3.0,3.0,1.079952844813479,10.79952844813479
11465203.272993892,20.0,20.0,3.0,5.0,1.1354175755620648,11.354175755620648
11465203.272993892,20.0,30.0,1.0,1.0,1.0083583697315694,10.083583697315694
11465203.272993892,20.0,30.0,1.0,2.0,1.0167596633084848,10.167596633084848
11465203.272993892,20.0,30.0,1.0,3.0,1.0252037926462276,10.252037926462275
11465203.272993892,20.0,30.0,1.0,5.0,1.042220190074287,10.42220190074287
11465203.272993892,20.0,30.0,2.0,1.0,1.0167596633084848,10.167596633084848
11465203.272993892,20.0,30.0,2.0,2.0,1.0336906664195211,10.336906664195212
11465203.272993892,20.0,30.0,2.0,3.0,1.0507922658401991,10.507922658401991
11465203.272993892,20.0,30.0,2.0,5.0,1.0855040228042023,10.855040228042023
11465203.272993892,20.0,30.0,3.0,1.0,1.0252037926462276,10.252037926462275
11465203.272993892,20.0,30.0,3.0,2.0,1.0507922658401991,10.507922658401991
11465203.272993892,20.0,30.0,3.0,3.0,1.0767627801416422,10.767627801416422
11465203.272993892,20.0,30.0,3.0,5.0,1.1298380869448048,11.298380869448048
11465203.272993892,20.0,45.0,1.0,1.0,1.00764291282898,10.076429128289801
11465203.272993892,20.0,45.0,1.0,2.0,1.0153177977579961,10.153177977579961
11465203.272993892,20.0,45.0,1.0,3.0,1.0230244983440837,10.230244983440837
11465203.272993892,20.0,45.0,1.0,5.0,1.0385327068402705,10.385327068402706
11465203.272993892,20.0,45.0,2.0,1.0,1.0153177977579961,10.153177977579961
11465203.272993892,20.0,45.0,2.0,2.0,1.0307628553648664,10.307628553648664
11465203.272993892,20.0,45.0,2.0,3.0,1.0463338880551065,10.463338880551065
11465203.272993892,20.0,45.0,2.0,5.0,1.0778485215912579,10.778485215912578
11465203.272993892,20.0,45.0,3.0,1.0,1.0230244983440837,10.230244983440837
11465203.272993892,20.0,45.0,3.0,2.0,1.0463338880551065,10.463338880551065
11465203.272993892,20.0,45.0,3.0,3.0,1.0699237224485691,10.699237224485692
11465203.272993892,20.0,45.0,3.0,5.0,1.1179258562707632,11.179258562707632
11662844.328513509,10.0,20.0,1.0,1.0,1.0088404823552921,10.08840482355292
11662844.328513509,10.0,20.0,1.0,2.0,1.0177311166688652,10.177311166688652
11662844.328513509,10.0,20.0,1.0,3.0,1.026671854936327,10.266718549363269
11662844.328513509,10.0,20.0,1.0,5.0,1.0447034333360108,10.447034333360108
11662844.328513509,10.0,20.0,2.0,1.0,1.0177311166688652,10.177311166688652
11662844.328513509,10.0,20.0,2.0,2.0,1.0356626455558948,10.35662645555895
11662844.328513509,10.0,20.0,2.0,3.0,1.0537941595028184,10.537941595028183
11662844.328513509,10.0,20.0,2.0,5.0,1.0906551477108022,10.906551477108021
11662844.328513509,10.0,20.0,3.0,1.0,1.026671854936327,10.266718549363269
11662844.328513509,10.0,20.0,3.0,2.0,1.0537941595028184,10.537941595028183
11662844.328513509,10.0,20.0,3.0,3.0,1.0813653270480292,10.813653270480293
11662844.328513509,10.0,20.0,3.0,5.0,1.1378464644131094,11.378464644131094
11662844.328513509,10.0,30.0,1.0,1.0,1.0085028307326696,10.085028307326695
11662844.328513509,10.0,30.0,1.0,2.0,1.0170500763848414,10.170500763848413
11662844.328513509,10.0,30.0,1.0,3.0,1.0256416441496259,10.25641644149626
11662844.328513509,10.0,30.0,1.0,5.0,1.0429573574534527,10.429573574534528
11662844.328513509,10.0,30.0,2.0,1.0,1.0170500763848414,10.170500763848413
11662844.328513509,10.0,30.0,2.0,2.0,1.034277437750258,10.342774377502579
11662844.328513509,10.0,30.0,2.0,3.0,1.0516813000829401,10.516813000829401
11662844.328513509,10.0,30.0,2.0,5.0,1.0870151166774638,10.870151166774637
11662844.328513509,10.0,30.0,3.0,1.0,1.0256416441496259,10.25641644149626
11662844.328513509,10.0,30.0,3.0,2.0,1.0516813000829401,10.516813000829401
11662844.328513509,10.0,30.0,3.0,3.0,1.0781161824356964,10.781161824356964
11662844.328513509,10.0,30.0,3.0,5.0,1.1321591072495558,11.321591072495558
11662844.328513509,10.0,45.0,1.0,1.0,1.0077749447165458,10.07774944716546
11662844.328513509,10.0,45.0,1.0,2.0,1.0155829705512096,10.155829705512096
11662844.328513509,10.0,45.0,1.0,3.0,1.0234239127544738,10.234239127544738
11662844.328513509,10.0,45.0,1.0,5.0,1.0392038724161177,10.392038724161177
11662844.328513509,10.0,45.0,2.0,1.0,1.0155829705512096,10.155829705512096
11662844.328513509,10.0,45.0,2.0,2.0,1.0312976036015709,10.312976036015709
11662844.328513509,10.0,45.0,2.0,3.0,1.0471425455947363,10.471425455947363
11662844.328513509,10.0,45.0,2.0,5.0,1.079217708876179,10.79217708876179
11662844.328513509,10.0,45.0,3.0,1.0,1.0234239127544738,10.234239127544738
11662844.328513509,10.0,45.0,3.0,2.0,1.0471425455947363,10.471425455947363
11662844.328513509,10.0,45.0,3.0,3.0,1.0711512119135735,10.711512119135735
11662844.328513509,10.0,45.0,3.0,5.0,1.120018740935341,11.200187409353411
11662844.328513509,15.0,20.0,1.0,1.0,1.0088404823552921,10.08840482355292
11662844.328513509,15.0,20.0,1.0,2.0,1.0177311166688652,10.177311166688652
11662844.328513509,15.0,20.0,1.0,3.0,1.026671854936327,10.266718549363269
11662844.328513509,15.0,20.0,1.0,5.0,1.0447034333360108,10.447034333360108
11662844.328513509,15.0,20.0,2.0,1.0,1.0177311166688652,10.177311166688652
11662844.328513509,15.0,20.0,2.0,2.0,1.0356626455558948,10.35662645555895
11662844.328513509,15.0,20.0,2.0,3.0,1.0537941595028184,10.537941595028183
11662844.328513509,15.0,20.0,2.0,5.0,1.0906551477108022,10.906551477108021
11662844.328513509,15.0,20.0,3.0,1.0,1.026671854936327,10.266718549363269
11662844.328513509,15.0,20.0,3.0,2.0,1.0537941595028184,10.537941595028183
11662844.328513509,15.0,20.0,3.0,3.0,1.0813653270480292,10.813653270480293
11662844.328513509,15.0,20.0,3.0,5.0,1.1378464644131094,11.378464644131094
11662844.328513509,15.0,30.0,1.0,1.0,1.0085028307326696,10.085028307326695
11662844.328513509,15.0,30.0,1.0,2.0,1.0170500763848414,10.170500763848413
11662844.328513509,15.0,30.0,1.0,3.0,1.0256416441496259,10.25641644149626
11662844.328513509,15.0,30.0,1.0,5.0,1.0429573574534527,10.429573574534528
11662844.328513509,15.0,30.0,2.0,1.0,1.0170500763848414,10.170500763848413
11662844.328513509,15.0,30.0,2.0,2.0,1.034277437750258,10.342774377502579
11662844.328513509,15.0,30.0,2.0,3.0,1.0516813000829401,10.516813000829401
11662844.328513509,15.0,30.0,2.0,5.0,1.0870151166774638,10.870151166774637
11662844.328513509,15.0,30.0,3.0,1.0,1.0256416441496259,10.25641644149626
11662844.328513509,15.0,30.0,3.0,2.0,1.0516813000829401,10.516813000829401
11662844.328513509,15.0,30.0,3.0,3.0,1.0781161824356964,10.781161824356964
11662844.328513509,15.0,30.0,3.0,5.0,1.1321591072495558,11.321591072495558
11662844.328513509,15.0,45.0,1.0,1.0,1.0077749447165458,10.07774944716546
11662844.328513509,15.0,45.0,1.0,2.0,1.0155829705512096,10.155829705512096
11662844.328513509,15.0,45.0,1.0,3.0,1.0234239127544738,10.234239127544738
11662844.328513509,15.0,45.0,1.0,5.0,1.0392038724161177,10.392038724161177
11662844.328513509,15.0,45.0,2.0,1.0,1.0155829705512096,10.155829705512096
11662844.328513509,15.0,45.0,2.0,2.0,1.0312976036015709,10.312976036015709
11662844.328513509,15.0,45.0,2.0,3.0,1.0471425455947363,10.471425455947363
11662844.328513509,15.0,45.0,2.0,5.0,1.079217708876179,10.79217708876179
11662844.328513509,15.0,45.0,3.0,1.0,1.0234239127544738,10.234239127544738
11662844.328513509,15.0,45.0,3.0,2.0,1.0471425455947363,10.471425455947363
11662844.328513509,15.0,45.0,3.0,3.0,1.0711512119135735,10.711512119135735
11662844.328513509,15.0,45.0,3.0,5.0,1.120018740935341,11.200187409353411
11662844.328513509,20.0,20.0,1.0,1.0,1.0088404823552921,10.08840482355292
11662844.328513509,20.0,20.0,1.0,2.0,1.0177311166688652,10.177311166688652
11662844.328513509,20.0,20.0,1.0,3.0,1.026671854936327,10.266718549363269
11662844.328513509,20.0,20.0,1.0,5.0,1.0447034333360108,10.447034333360108
11662844.328513509,20.0,20.0,2.0,1.0,1.0177311166688652,10.177311166688652
11662844.328513509,20.0,20.0,2.0,2.0,1.0356626455558948,10.35662645555895
11662844.328513509,20.0,20.0,2.0,3.0,1.0537941595028184,10.537941595028183
11662844.328513509,20.0,20.0,2.0,5.0,1.0906551477108022,10.906551477108021
11662844.328513509,20.0,20.0,3.0,1.0,1.026671854936327,10.266718549363269
11662844.328513509,20.0,20.0,3.0,2.0,1.0537941595028184,10.537941595028183
11662844.328513509,20.0,20.0,3.0,3.0,1.0813653270480292,10.813653270480293
11662844.328513509,20.0,20.0,3.0,5.0,1.1378464644131094,11.378464644131094
11662844.328513509,20.0,30.0,1.0,1.0,1.0085028307326696,10.085028307326695
11662844.328513509,20.0,30.0,1.0,2.0,1.0170500763848414,10.170500763848413
11662844.328513509,20.0,30.0,1.0,3.0,1.0256416441496259,10.25641644149626
11662844.328513509,20.0,30.0,1.0,5.0,1.0429573574534527,10.429573574534528
11662844.328513509,20.0,30.0,2.0,1.0,1.0170500763848414,10.170500763848413
11662844.328513509,20.0,30.0,2.0,2.0,1.034277437750258,10.342774377502579
11662844.328513509,20.0,30.0,2.0,3.0,1.0516813000829401,10.516813000829401
11662844.328513509,20.0,30.0,2.0,5.0,1.0870151166774638,10.870151166774637
11662844.328513509,20.0,30.0,3.0,1.0,1.0256416441496259,10.25641644149626
11662844.328513509,20.0,30.0,3.0,2.0,1.0516813000829401,10.516813000829401
11662844.328513509,20.0,30.0,3.0,3.0,1.0781161824356964,10.781161824356964
11662844.328513509,20.0,30.0,3.0,5.0,1.1321591072495558,11.321591072495558
11662844.328513509,20.0,45.0,1.0,1.0,1.0077749447165458,10.07774944716546
11662844.328513509,20.0,45.0,1.0,2.0,1.0155829705512096,10.155829705512096
11662844.328513509,20.0,45.0,1.0,3.0,1.0234239127544738,10.234239127544738
11662844.328513509,20.0,45.0,1.0,5.0,1.0392038724161177,10.392038724161177
11662844.328513509,20.0,45.0,2.0,1.0,1.0155829705512096,10.155829705512096
11662844.328513509,20.0,45.0,2.0,2.0,1.0312976036015709,10.312976036015709
11662844.328513509,20.0,45.0,2.0,3.0,1.0471425455947363,10.471425455947363
11662844.328513509,20.0,45.0,2.0,5.0,1.079217708876179,10.79217708876179
11662844.328513509,20.0,45.0,3.0,1.0,1.0234239127544738,10.234239127544738
11662844.328513509,20.0,45.0,3.0,2.0,1.0471425455947363,10.471425455947363
11662844.328513509,20.0,45.0,3.0,3.0,1.0711512119135735,10.711512119135735
11662844.328513509,20.0,45.0,3.0,5.0,1.120018740935341,11.200187409353411
11863892.387458777,10.0,20.0,1.0,1.0,1.00899331743559,10.0899331743559
11863892.387458777,10.0,20.0,1.0,2.0,1.0180385299700925,10.180385299700925
11863892.387458777,10.0,20.0,1.0,3.0,1.0271355869751877,10.271355869751877
11863892.387458777,10.0,20.0,1.0,5.0,1.0454850126362993,10.454850126362993
11863892.387458777,10.0,20.0,2.0,1.0,1.0180385299700925,10.180385299700925
11863892.387458777,10.0,20.0,2.0,2.0,1.0362844339716846,10.362844339716846
11863892.387458777,10.0,20.0,2.0,3.0,1.0547372608112315,10.547372608112315
11863892.387458777,10.0,20.0,2.0,5.0,1.0922615718025972,10.922615718025972
11863892.387458777,10.0,20.0,3.0,1.0,1.0271355869751877,10.271355869751877
11863892.387458777,10.0,20.0,3.0,2.0,1.0547372608112315,10.547372608112315
11863892.387458777,10.0,20.0,3.0,3.0,1.0828033435051108,10.828033435051108
11863892.387458777,10.0,20.0,3.0,5.0,1.1403204820549107,11.403204820549107
11863892.387458777,10.0,30.0,1.0,1.0,1.008649795087929,10.08649795087929
11863892.387458777,10.0,30.0,1.0,2.0,1.0173455479371882,10.173455479371881
11863892.387458777,10.0,30.0,1.0,3.0,1.0260871607634727,10.260871607634726
11863892.387458777,10.0,30.0,1.0,5.0,1.0437075566506986,10.437075566506985
11863892.387458777,10.0,30.0,2.0,1.0,1.0173455479371882,10.173455479371881
11863892.387458777,10.0,30.0,2.0,2.0,1.034874532067794,10.348745320677939
11863892.387458777,10.0,30.0,2.0,3.0,1.0525861256273192,10.525861256273192
11863892.387458777,10.0,30.0,2.0,5.0,1.0885535396993868,10.885535396993868
11863892.387458777,10.0,30.0,3.0,1.0,1.0260871607634727,10.260871607634726
11863892.387458777,10.0,30.0,3.0,2.0,1.0525861256273192,10.525861256273192
11863892.387458777,10.0,30.0,3.0,3.0,1.079493955129529,10.79493955129529
11863892.387458777,10.0,30.0,3.0,5.0,1.1345229758564417,11.345229758564416
11863892.387458777,10.0,45.0,1.0,1.0,1.0079092623616848,10.079092623616848
11863892.387458777,10.0,45.0,1.0,2.0,1.0158527532772488,10.158527532772489
11863892.387458777,10.0,45.0,1.0,3.0,1.0238302992484682,10.238302992484682
11863892.387458777,10.0,45.0,1.0,5.0,1.0398868464650413,10.398868464650413
11863892.387458777,10.0,45.0,2.0,1.0,1.0158527532772488,10.158527532772489
11863892.387458777,10.0,45.0,2.0,2.0,1.0318417235918946,10.318417235918947
11863892.387458777,10.0,45.0,2.0,3.0,1.0479654848932434,10.479654848932434
11863892.387458777,10.0,45.0,2.0,5.0,1.0806114266040634,10.806114266040634
11863892.387458777,10.0,45.0,3.0,1.0,1.0238302992484682,10.238302992484682
11863892.387458777,10.0,45.0,3.0,2.0,1.0479654848932434,10.479654848932434
11863892.387458777,10.0,45.0,3.0,3.0,1.072400617363733,10.724006173637331
11863892.387458777,10.0,45.0,3.0,5.0,1.122149726310455,11.221497263104549
11863892.387458777,15.0,20.0,1.0,1.0,1.00899331743559,10.0899331743559
11863892.387458777,15.0,20.0,1.0,2.0,1.0180385299700925,10.180385299700925
11863892.387458777,15.0,20.0,1.0,3.0,1.0271355869751877,10.271355869751877
11863892.387458777,15.0,20.0,1.0,5.0,1.0454850126362993,10.454850126362993
11863892.387458777,15.0,20.0,2.0,1.0,1.0180385299700925,10.180385299700925
11863892.387458777,15.0,20.0,2.0,2.0,1.0362844339716846,10.362844339716846
11863892.387458777,15.0,20.0,2.0,3.0,1.0547372608112315,10.547372608112315
11863892.387458777,15.0,20.0,2.0,5.0,1.0922615718025972,10.922615718025972
11863892.387458777,15.0,20.0,3.0,1.0,1.0271355869751877,10.271355869751877
11863892.387458777,15.0,20.0,3.0,2.0,1.0547372608112315,10.547372608112315
11863892.387458777,15.0,20.0,3.0,3.0,1.0828033435051108,10.828033435051108
11863892.387458777,15.0,20.0,3.0,5.0,1.1403204820549107,11.403204820549107
11863892.387458777,15.0,30.0,1.0,1.0,1.008649795087929,10.08649795087929
11863892.387458777,15.0,30.0,1.0,2.0,1.0173455479371882,10.173455479371881
11863892.387458777,15.0,30.0,1.0,3.0,1.0260871607634727,10.260871607634726
11863892.387458777,15.0,30.0,1.0,5.0,1.0437075566506986,10.437075566506985
11863892.387458777,15.0,30.0,2.0,1.0,1.0173455479371882,10.173455479371881
11863892.387458777,15.0,30.0,2.0,2.0,1.034874532067794,10.348745320677939
11863892.387458777,15.0,30.0,2.0,3.0,1.0525861256273192,10.525861256273192
11863892.387458777,15.0,30.0,2.0,5.0,1.0885535396993868,10.885535396993868
11863892.387458777,15.0,30.0,3.0,1.0,1.0260871607634727,10.260871607634726
11863892.387458777,15.0,30.0,3.0,2.0,1.0525861256273192,10.525861256273192
11863892.387458777,15.0,30.0,3.0,3.0,1.079493955129529,10.79493955129529
11863892.387458777,15.0,30.0,3.0,5.0,1.1345229758564417,11.345229758564416
11863892.387458777,15.0,45.0,1.0,1.0,1.0079092623616848,10.079092623616848
11863892.387458777,15.0,45.0,1.0,2.0,1.0158527532772488,10.158527532772489
11863892.387458777,15.0,45.0,1.0,3.0,1.0238302992484682,10.238302992484682
11863892.387458777,15.0,45.0,1.0,5.0,1.0398868464650413,10.398868464650413
11863892.387458777,15.0,45.0,2.0,1.0,1.0158527532772488,10.158527532772489
11863892.387458777,15.0,45.0,2.0,2.0,1.0318417235918946,10.318417235918947
11863892.387458777,15.0,45.0,2.0,3.0,1.0479654848932434,10.479654848932434
11863892.387458777,15.0,45.0,2.0,5.0,1.0806114266040634,10.806114266040634
11863892.387458777,15.0,45.0,3.0,1.0,1.0238302992484682,10.238302992484682
11863892.387458777,15.0,45.0,3.0,2.0,1.0479654848932434,10.479654848932434
11863892.387458777,15.0,45.0,3.0,3.0,1.072400617363733,10.724006173637331
11863892.387458777,15.0,45.0,3.0,5.0,1.122149726310455,11.221497263104549
11863892.387458777,20.0,20.0,1.0,1.0,1.00899331743559,10.0899331743559
11863892.387458777,20.0,20.0,1.0,2.0,1.0180385299700925,10.180385299700925
11863892.387458777,20.0,20.0,1.0,3.0,1.0271355869751877,10.271355869751877
11863892.387458777,20.0,20.0,1.0,5.0,1.0454850126362993,10.454850126362993
11863892.387458777,20.0,20.0,2.0,1.0,1.0180385299700925,10.180385299700925
11863892.387458777,20.0,20.0,2.0,2.0,1.0362844339716846,10.362844339716846
11863892.387458777,20.0,20.0,2.0,3.0,1.0547372608112315,10.547372608112315
11863892.387458777,20.0,20.0,2.0,5.0,1.0922615718025972,10.922615718025972
11863892.387458777,20.0,20.0,3.0,1.0,1.0271355869751877,10.271355869751877
11863892.387458777,20.0,20.0,3.0,2.0,1.0547372608112315,10.547372608112315
11863892.387458777,20.0,20.0,3.0,3.0,1.0828033435051108,10.828033435051108
11863892.387458777,20.0,20.0,3.0,5.0,1.1403204820549107,11.403204820549107
11863892.387458777,20.0,30.0,1.0,1.0,1.008649795087929,10.08649795087929
11863892.387458777,20.0,30.0,1.0,2.0,1.0173455479371882,10.173455479371881
11863892.387458777,20.0,30.0,1.0,3.0,1.0260871607634727,10.260871607634726
11863892.387458777,20.0,30.0,1.0,5.0,1.0437075566506986,10.437075566506985
11863892.387458777,20.0,30.0,2.0,1.0,1.0173455479371882,10.173455479371881
11863892.387458777,20.0,30.0,2.0,2.0,1.034874532067794,10.348745320677939
11863892.387458777,20.0,30.0,2.0,3.0,1.0525861256273192,10.525861256273192
11863892.387458777,20.0,30.0,2.0,5.0,1.0885535396993868,10.885535396993868
11863892.387458777,20.0,30.0,3.0,1.0,1.0260871607634727,10.260871607634726
11863892.387458777,20.0,30.0,3.0,2.0,1.0525861256273192,10.525861256273192
11863892.387458777,20.0,30.0,3.0,3.0,1.079493955129529,10.79493955129529
11863892.387458777,20.0,30.0,3.0,5.0,1.1345229758564417,11.345229758564416
11863892.387458777,20.0,45.0,1.0,1.0,1.0079092623616848,10.079092623616848
11863892.387458777,20.0,45.0,1.0,2.0,1.0158527532772488,10.158527532772489
11863892.387458777,20.0,45.0,1.0,3.0,1.0238302992484682,10.238302992484682
11863892.387458777,20.0,45.0,1.0,5.0,1.0398868464650413,10.398868464650413
11863892.387458777,20.0,45.0,2.0,1.0,1.0158527532772488,10.158527532772489
11863892.387458777,20.0,45.0,2.0,2.0,1.0318417235918946,10.318417235918947
11863892.387458777,20.0,45.0,2.0,3.0,1.0479654848932434,10.479654848932434
11863892.387458777,20.0,45.0,2.0,5.0,1.0806114266040634,10.806114266040634
11863892.387458777,20.0,45.0,3.0,1.0,1.0238302992484682,10.238302992484682
11863892.387458777,20.0,45.0,3.0,2.0,1.0479654848932434,10.479654848932434
11863892.387458777,20.0,45.0,3.0,3.0,1.072400617363733,10.724006173637331
11863892.387458777,20.0,45.0,3.0,5.0,1.122149726310455,11.221497263104549
12068406.180908179,10.0,20.0,1.0,1.0,1.0091488024289632,10.091488024289632
12068406.180908179,10.0,20.0,1.0,2.0,1.0183513036683547,10.183513036683546
