E_Vm,DeltaMu_D,Theta_deg,Mu_eff_D,F_eps,FoldAccel,k_eff_Minv_sinv
10172383.385460906,20.0,30.0,2.0,3.0,1.0449880753178609,10.449880753178608
10172383.385460906,20.0,30.0,2.0,5.0,1.075650398934039,10.75650398934039
10172383.385460906,20.0,30.0,3.0,1.0,1.0223425159613146,10.223425159613146
10172383.385460906,20.0,30.0,3.0,2.0,1.0449880753178609,10.449880753178608
10172383.385460906,20.0,30.0,3.0,3.0,1.0679348652851384,10.679348652851385
10172383.385460906,20.0,30.0,3.0,5.0,1.1147240853639957,11.147240853639957
10172383.385460906,20.0,45.0,1.0,1.0,1.0067794933944136,10.067794933944135
10172383.385460906,20.0,45.0,1.0,2.0,1.0135841688303493,10.135841688303493
10172383.385460906,20.0,45.0,1.0,3.0,1.0204139173726596,10.204139173726595
10172383.385460906,20.0,45.0,1.0,5.0,1.034148189421726,10.34148189421726
10172383.385460906,20.0,45.0,2.0,1.0,1.0135841688303493,10.135841688303493
10172383.385460906,20.0,45.0,2.0,2.0,1.0272686283610921,10.272686283610922
10172383.385460906,20.0,45.0,2.0,3.0,1.0410524864794202,10.410524864794201
10172383.385460906,20.0,45.0,2.0,5.0,1.0689146943469547,10.689146943469547
10172383.385460906,20.0,45.0,3.0,1.0,1.0204139173726596,10.204139173726595
10172383.385460906,20.0,45.0,3.0,2.0,1.0410524864794202,10.410524864794201
10172383.385460906,20.0,45.0,3.0,3.0,1.0619126276309347,10.619126276309348
10172383.385460906,20.0,45.0,3.0,5.0,1.1042846320513313,11.042846320513313
10347738.37408011,10.0,20.0,1.0,1.0,1.0078411172220851,10.078411172220852
10347738.37408011,10.0,20.0,1.0,2.0,1.015721717912462,10.15721717912462
10347738.37408011,10.0,20.0,1.0,3.0,1.0236417689676256,10.236417689676255
10347738.37408011,10.0,20.0,1.0,5.0,1.0396000786166817,10.396000786166816
10347738.37408011,10.0,20.0,2.0,1.0,1.015721717912462,10.15721717912462
10347738.37408011,10.0,20.0,2.0,2.0,1.0316012350552644,10.316012350552644
10347738.37408011,10.0,20.0,2.0,3.0,1.0476382598710194,10.476382598710195
10347738.37408011,10.0,20.0,2.0,5.0,1.0801834887039106,10.801834887039107
10347738.37408011,10.0,20.0,3.0,1.0,1.0236417689676256,10.236417689676255
10347738.37408011,10.0,20.0,3.0,2.0,1.0476382598710194,10.476382598710195
10347738.37408011,10.0,20.0,3.0,3.0,1.0719883987547003,10.719883987547004
10347738.37408011,10.0,20.0,3.0,5.0,1.1217444302667787,11.217444302667786
10347738.37408011,10.0,30.0,1.0,1.0,1.0075418254516082,10.075418254516082
10347738.37408011,10.0,30.0,1.0,2.0,1.0151186221880528,10.151186221880529
10347738.37408011,10.0,30.0,1.0,3.0,1.0227303258005649,10.227303258005648
10347738.37408011,10.0,30.0,1.0,5.0,1.038058185267064,10.380581852670641
10347738.37408011,10.0,30.0,2.0,1.0,1.0151186221880528,10.151186221880529
10347738.37408011,10.0,30.0,2.0,2.0,1.0303768697286697,10.303768697286698
10347738.37408011,10.0,30.0,2.0,3.0,1.0457742015729192,10.457742015729192
10347738.37408011,10.0,30.0,2.0,5.0,1.0769837832559506,10.769837832559507
10347738.37408011,10.0,30.0,3.0,1.0,1.0227303258005649,10.227303258005648
10347738.37408011,10.0,30.0,3.0,2.0,1.0457742015729192,10.457742015729192
10347738.37408011,10.0,30.0,3.0,3.0,1.0691297147741297,10.691297147741297
10347738.37408011,10.0,30.0,3.0,5.0,1.1167671464978854,11.167671464978854
10347738.37408011,10.0,45.0,1.0,1.0,1.0068965816969537,10.068965816969538
10347738.37408011,10.0,45.0,1.0,2.0,1.0138192191784747,10.138192191784746
10347738.37408011,10.0,45.0,1.0,3.0,1.0207677977311367,10.207677977311366
10347738.37408011,10.0,45.0,1.0,5.0,1.0347423099746194,10.347423099746194
10347738.37408011,10.0,45.0,2.0,1.0,1.0138192191784747,10.138192191784746
10347738.37408011,10.0,45.0,2.0,2.0,1.027742200794643,10.27742200794643
10347738.37408011,10.0,45.0,2.0,3.0,1.0417680050559022,10.41768005055902
10347738.37408011,10.0,45.0,2.0,5.0,1.0701241771449381,10.701241771449382
10347738.37408011,10.0,45.0,3.0,1.0,1.0207677977311367,10.207677977311366
10347738.37408011,10.0,45.0,3.0,2.0,1.0417680050559022,10.41768005055902
10347738.37408011,10.0,45.0,3.0,3.0,1.0629973765363905,10.629973765363905
10347738.37408011,10.0,45.0,3.0,5.0,1.1061299078364297,11.061299078364296
10347738.37408011,15.0,20.0,1.0,1.0,1.0078411172220851,10.078411172220852
10347738.37408011,15.0,20.0,1.0,2.0,1.015721717912462,10.15721717912462
10347738.37408011,15.0,20.0,1.0,3.0,1.0236417689676256,10.236417689676255
10347738.37408011,15.0,20.0,1.0,5.0,1.0396000786166817,10.396000786166816
10347738.37408011,15.0,20.0,2.0,1.0,1.015721717912462,10.15721717912462
10347738.37408011,15.0,20.0,2.0,2.0,1.0316012350552644,10.316012350552644
10347738.37408011,15.0,20.0,2.0,3.0,1.0476382598710194,10.476382598710195
10347738.37408011,15.0,20.0,2.0,5.0,1.0801834887039106,10.801834887039107
10347738.37408011,15.0,20.0,3.0,1.0,1.0236417689676256,10.236417689676255
10347738.37408011,15.0,20.0,3.0,2.0,1.0476382598710194,10.476382598710195
10347738.37408011,15.0,20.0,3.0,3.0,1.0719883987547003,10.719883987547004
10347738.37408011,15.0,20.0,3.0,5.0,1.1217444302667787,11.217444302667786
10347738.37408011,15.0,30.0,1.0,1.0,1.0075418254516082,10.075418254516082
10347738.37408011,15.0,30.0,1.0,2.0,1.0151186221880528,10.151186221880529
10347738.37408011,15.0,30.0,1.0,3.0,1.0227303258005649,10.227303258005648
10347738.37408011,15.0,30.0,1.0,5.0,1.038058185267064,10.380581852670641
10347738.37408011,15.0,30.0,2.0,1.0,1.0151186221880528,10.151186221880529
10347738.37408011,15.0,30.0,2.0,2.0,1.0303768697286697,10.303768697286698
10347738.37408011,15.0,30.0,2.0,3.0,1.0457742015729192,10.457742015729192
10347738.37408011,15.0,30.0,2.0,5.0,1.0769837832559506,10.769837832559507
10347738.37408011,15.0,30.0,3.0,1.0,1.0227303258005649,10.227303258005648
10347738.37408011,15.0,30.0,3.0,2.0,1.0457742015729192,10.457742015729192
10347738.37408011,15.0,30.0,3.0,3.0,1.0691297147741297,10.691297147741297
10347738.37408011,15.0,30.0,3.0,5.0,1.1167671464978854,11.167671464978854
10347738.37408011,15.0,45.0,1.0,1.0,1.0068965816969537,10.068965816969538
10347738.37408011,15.0,45.0,1.0,2.0,1.0138192191784747,10.138192191784746
10347738.37408011,15.0,45.0,1.0,3.0,1.0207677977311367,10.207677977311366
10347738.37408011,15.0,45.0,1.0,5.0,1.0347423099746194,10.347423099746194
10347738.37408011,15.0,45.0,2.0,1.0,1.0138192191784747,10.138192191784746
10347738.37408011,15.0,45.0,2.0,2.0,1.027742200794643,10.27742200794643
10347738.37408011,15.0,45.0,2.0,3.0,1.0417680050559022,10.41768005055902
10347738.37408011,15.0,45.0,2.0,5.0,1.0701241771449381,10.701241771449382
10347738.37408011,15.0,45.0,3.0,1.0,1.0207677977311367,10.207677977311366
10347738.37408011,15.0,45.0,3.0,2.0,1.0417680050559022,10.41768005055902
10347738.37408011,15.0,45.0,3.0,3.0,1.0629973765363905,10.629973765363905
10347738.37408011,15.0,45.0,3.0,5.0,1.1061299078364297,11.061299078364296
10347738.37408011,20.0,20.0,1.0,1.0,1.0078411172220851,10.078411172220852
10347738.37408011,20.0,20.0,1.0,2.0,1.015721717912462,10.15721717912462
10347738.37408011,20.0,20.0,1.0,3.0,1.0236417689676256,10.236417689676255
10347738.37408011,20.0,20.0,1.0,5.0,1.0396000786166817,10.396000786166816
10347738.37408011,20.0,20.0,2.0,1.0,1.015721717912462,10.15721717912462
10347738.37408011,20.0,20.0,2.0,2.0,1.0316012350552644,10.316012350552644
10347738.37408011,20.0,20.0,2.0,3.0,1.0476382598710194,10.476382598710195
10347738.37408011,20.0,20.0,2.0,5.0,1.0801834887039106,10.801834887039107
10347738.37408011,20.0,20.0,3.0,1.0,1.0236417689676256,10.236417689676255
10347738.37408011,20.0,20.0,3.0,2.0,1.0476382598710194,10.476382598710195
10347738.37408011,20.0,20.0,3.0,3.0,1.0719883987547003,10.719883987547004
10347738.37408011,20.0,20.0,3.0,5.0,1.1217444302667787,11.217444302667786
10347738.37408011,20.0,30.0,1.0,1.0,1.0075418254516082,10.075418254516082
10347738.37408011,20.0,30.0,1.0,2.0,1.0151186221880528,10.151186221880529
10347738.37408011,20.0,30.0,1.0,3.0,1.0227303258005649,10.227303258005648
10347738.37408011,20.0,30.0,1.0,5.0,1.038058185267064,10.380581852670641
10347738.37408011,20.0,30.0,2.0,1.0,1.0151186221880528,10.151186221880529
10347738.37408011,20.0,30.0,2.0,2.0,1.0303768697286697,10.303768697286698
10347738.37408011,20.0,30.0,2.0,3.0,1.0457742015729192,10.457742015729192
10347738.37408011,20.0,30.0,2.0,5.0,1.0769837832559506,10.769837832559507
10347738.37408011,20.0,30.0,3.0,1.0,1.0227303258005649,10.227303258005648
10347738.37408011,20.0,30.0,3.0,2.0,1.0457742015729192,10.457742015729192
10347738.37408011,20.0,30.0,3.0,3.0,1.0691297147741297,10.691297147741297
10347738.37408011,20.0,30.0,3.0,5.0,1.1167671464978854,11.167671464978854
10347738.37408011,20.0,45.0,1.0,1.0,1.0068965816969537,10.068965816969538
10347738.37408011,20.0,45.0,1.0,2.0,1.0138192191784747,10.138192191784746
10347738.37408011,20.0,45.0,1.0,3.0,1.0207677977311367,10.207677977311366
10347738.37408011,20.0,45.0,1.0,5.0,1.0347423099746194,10.347423099746194
10347738.37408011,20.0,45.0,2.0,1.0,1.0138192191784747,10.138192191784746
10347738.37408011,20.0,45.0,2.0,2.0,1.027742200794643,10.27742200794643
10347738.37408011,20.0,45.0,2.0,3.0,1.0417680050559022,10.41768005055902
10347738.37408011,20.0,45.0,2.0,5.0,1.0701241771449381,10.701241771449382
10347738.37408011,20.0,45.0,3.0,1.0,1.0207677977311367,10.207677977311366
10347738.37408011,20.0,45.0,3.0,2.0,1.0417680050559022,10.41768005055902
10347738.37408011,20.0,45.0,3.0,3.0,1.0629973765363905,10.629973765363905
10347738.37408011,20.0,45.0,3.0,5.0,1.1061299078364297,11.061299078364296
10526116.191358875,10.0,20.0,1.0,1.0,1.0079766313289398,10.079766313289397
10526116.191358875,10.0,20.0,1.0,2.0,1.0159941185391717,10.159941185391716
10526116.191358875,10.0,20.0,1.0,3.0,1.024052426726656,10.24052426726656
10526116.191358875,10.0,20.0,1.0,5.0,1.0402913544779642,10.402913544779642
10526116.191358875,10.0,20.0,2.0,1.0,1.0159941185391717,10.159941185391716
10526116.191358875,10.0,20.0,2.0,2.0,1.0321515185981254,10.321515185981253
10526116.191358875,10.0,20.0,2.0,3.0,1.0484718923112641,10.484718923112641
10526116.191358875,10.0,20.0,2.0,5.0,1.0816001391162047,10.816001391162047
10526116.191358875,10.0,20.0,3.0,1.0,1.024052426726656,10.24052426726656
10526116.191358875,10.0,20.0,3.0,2.0,1.0484718923112641,10.484718923112641
10526116.191358875,10.0,20.0,3.0,3.0,1.073257261409181,10.732572614091811
10526116.191358875,10.0,20.0,3.0,5.0,1.1239202113890698,11.239202113890698
10526116.191358875,10.0,30.0,1.0,1.0,1.0076721407933353,10.076721407933354
10526116.191358875,10.0,30.0,1.0,2.0,1.0153804678209055,10.153804678209056
10526116.191358875,10.0,30.0,1.0,3.0,1.0231249132265499,10.231249132265498
10526116.191358875,10.0,30.0,1.0,5.0,1.038721876236731,10.38721876236731
10526116.191358875,10.0,30.0,2.0,1.0,1.0153804678209055,10.153804678209056
10526116.191358875,10.0,30.0,2.0,2.0,1.0309054068504857,10.309054068504857
10526116.191358875,10.0,30.0,2.0,3.0,1.0465742466413752,10.465742466413753
10526116.191358875,10.0,30.0,2.0,5.0,1.0783411639698652,10.783411639698652
