fold_x,t5_min_at_0.01_uM,t5_min_at_0.1_uM,t5_min_at_1.0_uM
1,8548.882397925097,854.8882397925097,85.48882397925098
3,2849.6274659750325,284.9627465975032,28.496274659750323
10,854.8882397925097,85.48882397925098,8.548882397925096
30,284.9627465975032,28.496274659750323,2.8496274659750322
100,85.48882397925097,8.548882397925096,0.8548882397925096
300,28.49627465975032,2.8496274659750322,0.2849627465975032
1000,8.548882397925096,0.8548882397925096,0.08548882397925096
