H2O2_uM,fold_enhancement,k2_eff_Minv_sinv,t5_seconds,t5_minutes
0.03125959000482285,10,100.0,16408.818663212427,273.48031105354045
0.031990182847750674,10,100.0,16034.073525515085,267.23455875858474
0.032737850959485774,10,100.0,15667.886829538022,261.13144715896703
0.033502993419772295,10,100.0,15310.063117309115,255.16771862181858
0.03428601863556583,10,100.0,14960.411394731796,249.34018991219662
0.035087344559027143,10,100.0,14618.745029638905,243.64575049398175
0.03590739891061055,10,100.0,14284.881652174903,238.08136086958172
0.03674661940736688,10,100.0,13958.643057452904,232.6440509575484
0.03760545399658176,10,100.0,13639.855110435048,227.3309185072508
0.03848436109487433,10,100.0,13328.347652985269,222.13912754975448
0.03938380983288489,10,100.0,13023.954413044481,217.06590688407468
0.04030428030568051,10,100.0,12726.51291588037,212.10854859800617
0.04124626382901348,10,100.0,12435.864397363868,207.26440662273114
0.04221026320156903,10,100.0,12151.853719226256,202.5308953204376
0.04319679297334174,10,100.0,11874.329286251754,197.90548810419588
0.044206379720285294,10,100.0,11603.142965361007,193.3857160893501
0.04523956232538058,10,100.0,11338.150006542768,188.9691667757128
0.046296892266272684,10,100.0,11079.208965591364,184.65348275985608
0.04737893390963144,10,100.0,10826.181628608449,180.43636047680747
0.04848626481239078,10,100.0,10578.93293822923,176.31554897048719
0.04961947603002898,10,100.0,10337.330921533436,172.28884869222392
0.050779172432054036,10,100.0,10101.246619602649,168.3541103267108
0.05196597302486197,10,100.0,9870.554018686504,164.50923364477507
0.05318051128214197,10,100.0,9645.12998294074,160.75216638234568
0.05442343548300272,10,100.0,9424.854188701533,157.08090314502553
0.05569540905800136,10,100.0,9209.60906026089,153.49348433768148
0.05699711094326075,10,100.0,8999.279707108632,149.9879951184772
0.05832923594286212,10,100.0,8793.753862607804,146.56256437679673
0.05969249509970739,10,100.0,8592.921824070645,143.21536373451076
0.061087616075050394,10,100.0,8396.676394202908,139.94460657004848
0.06251534353689711,10,100.0,8204.912823885677,136.74854706476128
0.06397643955748424,10,100.0,8017.528756263848,133.62547927106414
0.06547168402004742,10,100.0,7834.4241721114995,130.57373620185834
0.0670018750350959,10,100.0,7655.501336445122,127.59168894075204
0.06856782936641738,10,100.0,7480.664746355907,124.67774577259844
0.07017038286703836,10,100.0,7309.821080033603,121.83035133389338
0.07181039092537356,10,100.0,7142.8791469545595,119.04798578257599
0.07348872892180387,10,100.0,6979.749839207249,116.32916398678749
0.07520629269592408,10,100.0,6820.346083929557,113.67243473215927
0.0769639990247115,10,100.0,6664.582796832242,111.07637994720403
0.07876278611187063,10,100.0,6512.376836783835,108.53961394639724
0.08060361408861345,10,100.0,6363.646961432784,106.0607826905464
0.08248746552614582,10,100.0,6218.3137838429875,103.63856306404979
0.08441534596012994,10,100.0,6076.299730119785,101.27166216866308
0.08638828442740452,10,100.0,5937.528998003699,98.95881663339497
0.08840733401525062,10,100.0,5801.927516409699,96.69879194016166
0.09047357242349294,10,100.0,5669.422905890632,94.49038176484387
0.09258810253973945,10,100.0,5539.9444400035245,92.33240733339207
0.09475205302806548,10,100.0,5413.423007558216,90.22371679263694
